Month,USA,Europe,Japan
Jul-09,3.877323919,7.628384915,8.634828502
Aug-09,3.552166006,7.808694293,8.756570479
Sep-09,3.187013696,7.672679515,9.060864167
Oct-09,4.159281255,7.857063417,9.407799618
Nov-09,3.808467386,8.059211067,9.421331247
Dec-09,5.665411259,8.458201779,10.30612352
Jan-10,6.173123102,9.3549886,10.6519302
Feb-10,5.678579967,9.365501004,11.19603075
Mar-10,4.438555723,9.234065467,10.77479979
Apr-10,4.079497812,7.658160101,11.18172844
May-10,4.636149137,8.109914395,12.7059044
Jun-10,5.328040993,8.600783617,11.64550547
Jul-10,4.876240179,8.473819012,11.9307999
Aug-10,4.571884362,8.973849677,12.0005327
Sep-10,3.824692421,8.112004213,10.80620851
Oct-10,3.329501691,8.043587067,10.79917057
Nov-10,3.670230163,8.458589335,10.67416861
Dec-10,3.948533706,8.144774344,10.01788606
Jan-11,4.288228064,9.17120036,10.92718461
Feb-11,3.797384551,8.722550099,11.20139446
Mar-11,3.639601103,8.587380035,11.45594989
Apr-11,3.686164103,9.001664178,11.28683568
May-11,3.810768298,9.109150039,12.03645942
Jun-11,4.011821891,9.0484266,12.80537566
Jul-11,3.815580155,9.501988604,14.02386307
Aug-11,3.591238525,9.576281718,14.66118986
Sep-11,3.777597116,10.50596691,15.75410891
Oct-11,3.215533237,10.29186927,14.8520145
Nov-11,3.064444604,10.69854984,15.85880444
Dec-11,2.950774434,10.75217104,15.36823754
Jan-12,2.385923784,10.19473349,14.8780783
Feb-12,2.205898465,9.737055782,14.03642124
Mar-12,1.972201125,10.89850306,14.87732163
Apr-12,1.763793054,10.34700605,15.26681715
May-12,2.373216943,11.33348864,16.66918605
Jun-12,2.281705678,10.67807032,15.98457872
Jul-12,2.650240038,10.01431731,16.2946349
Aug-12,2.609567046,10.27902603,16.31036867
Sep-12,2.571813542,10.0283984,15.23266652
Oct-12,3.027427303,10.56779652,13.96263271
Nov-12,3.21233946,10.74108983,13.6193024
Dec-12,3.045834613,10.75322356,14.05489187
Jan-13,3.041703127,10.8157728,14.47873882
Feb-13,3.062936972,10.84886192,15.18103278
Mar-13,3.470045678,10.78257649,14.77948774
Apr-13,3.805883791,11.76550097,14.79822327
May-13,3.971402046,12.0631055,15.92055095
Jun-13,3.906794762,12.17171813,16.96075823
Jul-13,3.792851597,12.15691153,16.94631547
Aug-13,3.626069166,12.32154287,16.51340797
Sep-13,3.675211634,11.44561258,15.22012126
Oct-13,3.666890571,11.34707177,15.2691467
Nov-13,3.787824035,11.902416,16.05054347
Dec-13,4.508977079,12.22490684,17.33714061
Jan-14,5.080524053,12.526224,18.0165793
Feb-14,6.323047424,11.96163526,17.74132805
Mar-14,5.010488064,11.17481707,16.99845796
Apr-14,4.725641386,10.94243123,17.12240637
May-14,4.636850728,10.36621971,16.58595154
Jun-14,4.593871202,9.8227527,15.53918918
Jul-14,4.073060178,9.416012333,14.85502454
